Date,PageName,"Post_ID",type,"Number_of_comments","Number_of_shares","Likes.total_likes","Likes.Angry"
"Feb 21, 2020 @ 10:02:00.000","Rafi Peretz",617619489022842,post,25,0,67,0
"Feb 21, 2020 @ 09:59:51.000","Itamar Ben-Gvir",591304801719944,"live post",487,700,0,0
"Feb 21, 2020 @ 09:38:10.000","Gabi Ashkenazi",507184363537800,post,"1,500",649,"4,966",38
"Feb 21, 2020 @ 09:31:36.000","Naftali Bennett",218356806009385,"live post","1,100",62,0,0
"Feb 21, 2020 @ 09:09:34.000","Ayelet Shaked",199623914488207,"live post",73,11,0,0
"Feb 21, 2020 @ 08:32:06.000","Naftali Bennett",2894729007215415,post,145,48,"1,329",0
"Feb 21, 2020 @ 08:18:11.000","Itamar Ben-Gvir",1191474741054864,post,838,375,"1,112",10
"Feb 21, 2020 @ 08:15:28.000","Benjamin Netanyahu",10157096865077076,post,"1,000","1,500","6,251",28
"Feb 21, 2020 @ 08:11:53.000","Ayelet Shaked",2676233669161709,post,31,21,402,0
"Feb 21, 2020 @ 08:07:39.000","Moshe Bogie Ya'alon",3101652516534572,post,122,35,195,5
"Feb 21, 2020 @ 07:56:47.000","Rafi Peretz",617566959028095,post,16,5,121,0
"Feb 21, 2020 @ 07:40:13.000","Merav Michaeli",2996461540377532,post,"1,200",312,"1,796",91
"Feb 21, 2020 @ 07:15:24.000","Itamar Ben-Gvir",1191442484391423,post,164,100,892,0
"Feb 21, 2020 @ 06:51:59.000","Naftali Bennett",2894603057228010,post,75,45,"1,319",3
"Feb 21, 2020 @ 06:47:54.000","Ayelet Shaked",2676120392506370,post,65,46,784,0
"Feb 20, 2020 @ 21:08:44.000","Benny Gantz",490320471645350,post,"1,200",332,"5,588",7
"Feb 20, 2020 @ 20:52:39.000","Orly Levy-Abkasis",3379366515411975,post,107,45,216,1
"Feb 20, 2020 @ 20:37:38.000","Itamar Ben-Gvir",1191079784427693,post,58,61,224,0
"Feb 20, 2020 @ 20:23:15.000","Ehud Barak",3048232988542290,post,"1,000","1,100","3,921",63
"Feb 20, 2020 @ 20:16:11.000","Benny Gantz",490290148315049,post,513,196,"2,317",5
"Feb 20, 2020 @ 19:45:04.000","Gabi Ashkenazi",506798446909725,post,255,140,"1,561",1
"Feb 20, 2020 @ 19:15:42.000","Naftali Bennett",2538083496439250,"live post",724,55,0,0
"Feb 20, 2020 @ 19:09:25.000","Itamar Ben-Gvir",2567690203449953,"live post",35,28,0,0
"Feb 20, 2020 @ 18:57:03.000","Benjamin Netanyahu",10157095269577076,post,"3,300","2,400","13,902",89
"Feb 20, 2020 @ 18:53:36.000","Itamar Ben-Gvir",2549532025302726,"live post",81,63,0,0
"Feb 20, 2020 @ 18:34:09.000","Moshe Bogie Ya'alon",3100497803316710,post,513,155,"1,210",5
"Feb 20, 2020 @ 18:32:17.000","Benjamin Netanyahu",837846580024228,"live post","2,200",914,0,0
"Feb 20, 2020 @ 18:30:13.000","Naftali Bennett",2893565147331801,post,331,30,801,1
"Feb 20, 2020 @ 18:14:38.000","Benjamin Netanyahu",10157095167097076,post,"1,200",861,"8,593",10
"Feb 20, 2020 @ 18:00:00.000","Itamar Ben-Gvir",1190942364441435,post,363,124,863,6
"Feb 20, 2020 @ 17:51:40.000","Bezazel Smotrich",1552504888237216,post,16,9,224,0
"Feb 20, 2020 @ 17:33:17.000","Benjamin Netanyahu",2461144260817464,"live post","1,300",630,0,0
"Feb 20, 2020 @ 17:19:53.000","Benjamin Netanyahu",10157095033732076,post,702,554,"5,168",10
"Feb 20, 2020 @ 17:11:55.000","Bezazel Smotrich",1552478804906491,post,116,43,708,1
"Feb 20, 2020 @ 17:05:00.000","Ayelet Shaked",2674974182620991,post,139,100,"1,224",0
"Feb 20, 2020 @ 16:42:51.000","Naftali Bennett",2893382027350113,post,260,114,"2,330",2
"Feb 20, 2020 @ 16:22:33.000","Miri Regev",228052538245007,"live post",502,213,0,0
"Feb 20, 2020 @ 15:58:58.000","Benny Gantz",702126603525774,"live post","1,600",337,0,0
"Feb 20, 2020 @ 15:05:48.000","Benny Gantz",490080208336043,"pinned post","5,100","1,200","13,815",60
"Feb 20, 2020 @ 15:03:41.000","Yair Lapid",2933611240030541,post,205,306,"1,492",14
"Feb 20, 2020 @ 14:56:21.000","Moshe Feiglin",194278181657095,"live post",112,31,0,0
"Feb 20, 2020 @ 14:26:20.000","Itamar Ben-Gvir",651020622312200,post,4,0,38,0
"Feb 20, 2020 @ 14:20:03.000","Avigdor Liberman",3092046990808228,post,214,249,618,13
"Feb 20, 2020 @ 14:02:57.000","Benjamin Netanyahu",671639776949474,"live post","10,000","1,100",0,0
"Feb 20, 2020 @ 13:39:48.000","Itamar Ben-Gvir",268417017476304,post,1,0,90,0
"Feb 20, 2020 @ 13:31:54.000","Amir Peretz",2864305263632786,"page-update post",49,15,215,0
"Feb 20, 2020 @ 13:28:54.000","Benjamin Netanyahu",1111952295812634,"live post","4,100","1,500",0,0
"Feb 20, 2020 @ 13:11:37.000","Miri Regev",2785789518184512,post,"3,100",889,"11,827",12
"Feb 20, 2020 @ 13:06:16.000","Orly Levy-Abkasis",3378532145495412,post,"1,000",253,"2,795",49
"Feb 20, 2020 @ 13:05:07.000","Orly Levy-Abkasis",3378529818828978,"page-update post",79,21,185,2
"Feb 20, 2020 @ 13:00:42.000","Nitzan Horowitz",10158233711081340,post,909,269,"3,731",51
"Feb 20, 2020 @ 13:00:08.000","Amir Peretz",2862352023828110,post,"7,400","1,300","15,197",211
"Feb 20, 2020 @ 12:24:14.000","Itamar Ben-Gvir",1190753837793621,post,42,61,511,0
"Feb 20, 2020 @ 11:48:32.000","Benjamin Netanyahu",10157094275917076,post,"1,200","1,000","11,298",8
"Feb 20, 2020 @ 11:07:55.000","Benny Gantz",489951585015572,post,769,886,"2,574",10
"Feb 20, 2020 @ 11:04:32.000","Itamar Ben-Gvir",1431553597012076,"live post",142,142,0,0
"Feb 20, 2020 @ 11:01:43.000","Ehud Barak",3047270785305177,post,308,300,"1,520",14
"Feb 20, 2020 @ 10:10:15.000","Yair Lapid",2933123256746006,post,918,623,"4,434",120
"Feb 20, 2020 @ 10:08:28.000","Ayelet Shaked",2674279819357094,post,52,25,725,0
"Feb 20, 2020 @ 09:25:27.000","Miri Regev",2785425841554213,post,"1,100",337,"4,002",19
"Feb 20, 2020 @ 09:19:29.000","Naftali Bennett",2892609617427354,post,328,84,"2,180",2
"Feb 20, 2020 @ 09:03:28.000","Nitzan Horowitz",10158233354916340,post,534,99,"1,377",27
"Feb 20, 2020 @ 08:57:53.000","Benjamin Netanyahu",10157094015897076,post,419,534,"4,374",3
"Feb 20, 2020 @ 08:28:05.000","Moshe Feiglin",2811454242267006,post,248,50,962,1
"Feb 20, 2020 @ 08:19:48.000","Benjamin Netanyahu",10157093962297076,post,429,228,"3,043",24
"Feb 20, 2020 @ 07:38:23.000","Benny Gantz",489869441690453,post,"1,200",670,"5,784",6
"Feb 20, 2020 @ 06:35:43.000","Itamar Ben-Gvir",1190513411150997,post,104,238,753,4
"Feb 20, 2020 @ 06:11:35.000","Yair Lapid",2932822490109416,post,152,413,"1,623",0
"Feb 20, 2020 @ 05:47:32.000","Itzik Shmuli",2684981908223045,post,152,191,851,32
"Feb 19, 2020 @ 21:08:50.000","Benjamin Netanyahu",10157092859997076,post,323,355,"3,226",378
"Feb 19, 2020 @ 20:07:08.000","Itamar Ben-Gvir",1190184864517185,post,155,99,954,0
"Feb 19, 2020 @ 19:22:56.000","Naftali Bennett",2891486257539690,post,309,74,972,3
"Feb 19, 2020 @ 19:09:23.000","Benjamin Netanyahu",187962892459843,"live post","1,500",578,0,0
"Feb 19, 2020 @ 18:41:50.000","Itzik Shmuli",2684047978316438,post,628,"1,100","2,111",203
"Feb 19, 2020 @ 18:18:45.000","Moshe Bogie Ya'alon",3098242803542210,post,"1,200",365,"5,452",48
"Feb 19, 2020 @ 17:59:26.000","Benjamin Netanyahu",10157092329952076,post,"1,300","1,500","10,866",22
"Feb 19, 2020 @ 17:57:23.000","Ayelet Shaked",2672929449492131,post,66,42,614,0
"Feb 19, 2020 @ 17:37:54.000","Benjamin Netanyahu",132562068024479,"live post","1,900",940,0,0
"Feb 19, 2020 @ 17:37:44.000","Avigdor Liberman",3090127331000194,"pinned post","3,200","1,000","4,099",53
"Feb 19, 2020 @ 17:13:18.000","Avigdor Liberman",592807691568469,"live post",395,120,0,0
"Feb 19, 2020 @ 16:54:02.000","Rafi Peretz",616399259144865,post,69,20,563,11
"Feb 19, 2020 @ 16:50:26.000","Benny Gantz",489502415060489,post,888,662,"4,315",7
"Feb 19, 2020 @ 16:46:00.000","Miri Regev",1521843847991579,"live post",499,162,0,0
"Feb 19, 2020 @ 16:43:06.000","Itamar Ben-Gvir",1190047334530938,post,205,138,680,5
"Feb 19, 2020 @ 16:42:24.000","Benjamin Netanyahu",10157092118617076,post,544,419,"3,094",86
"Feb 19, 2020 @ 16:38:46.000","Gabi Ashkenazi",506008796988690,post,471,594,"2,306",8
"Feb 19, 2020 @ 16:10:31.000","Benjamin Netanyahu",10157092041952076,post,"1,000","1,700","10,051",5
"Feb 19, 2020 @ 15:58:37.000","Naftali Bennett",2891075167580799,post,302,183,"2,051",9
"Feb 19, 2020 @ 15:04:46.000","Nitzan Horowitz",10158230969471340,post,422,101,703,16
"Feb 19, 2020 @ 14:30:07.000","Itamar Ben-Gvir",1189945734541098,post,130,137,657,1
"Feb 19, 2020 @ 14:23:12.000","Yair Lapid",2931433700248295,post,789,637,"6,802",14
"Feb 19, 2020 @ 14:07:04.000","Benjamin Netanyahu",10157091768902076,post,"2,400",983,"6,957",20
"Feb 19, 2020 @ 14:01:06.000","Naftali Bennett",2890871940934455,post,211,75,777,1
"Feb 19, 2020 @ 13:50:15.000","Amir Peretz",2862241457172500,post,"1,200",176,"1,935",32
"Feb 19, 2020 @ 13:43:38.000","Benny Gantz",489386265072104,post,"1,200",526,"4,175",11
"Feb 19, 2020 @ 13:03:28.000","Benjamin Netanyahu",10157091644522076,post,"2,500",686,"12,752",12
"Feb 19, 2020 @ 12:48:51.000","Orly Levy-Abkasis",3376136059068354,post,723,290,"3,121",42
"Feb 19, 2020 @ 12:18:47.000","Ayelet Shaked",2672300336221709,post,649,281,"3,258",13
"Feb 19, 2020 @ 12:18:12.000","Naftali Bennett",2890666357621680,post,546,163,"3,695",0
"Feb 19, 2020 @ 12:13:01.000","Benny Gantz",2340774392690562,"live post","3,000",632,0,0
"Feb 19, 2020 @ 12:09:28.000","Benjamin Netanyahu",10157091554882076,post,"1,900","2,100","14,460",55
"Feb 19, 2020 @ 11:55:00.000","Benny Gantz",489307608413303,post,293,114,"1,469",4
"Feb 19, 2020 @ 11:22:28.000","Miri Regev",568304077362173,"live post",195,44,0,0
"Feb 19, 2020 @ 11:11:32.000","Miri Regev",2783476998415764,post,101,36,711,0
"Feb 19, 2020 @ 10:22:50.000","Itamar Ben-Gvir",1184250481777290,post,52,115,466,1
"Feb 19, 2020 @ 09:57:21.000","Itzik Shmuli",2683175695070333,post,442,230,"1,018",178
"Feb 19, 2020 @ 09:55:17.000","Benny Gantz",489247531752644,post,"1,200","1,100","4,759",13
"Feb 19, 2020 @ 08:51:54.000","Benjamin Netanyahu",10157091240892076,post,878,141,"5,051",3
"Feb 19, 2020 @ 08:17:21.000","Itamar Ben-Gvir",1189697151232623,post,990,315,"1,342",19
"Feb 19, 2020 @ 08:02:05.000","Itzik Shmuli",2683025798418656,post,138,239,635,173
"Feb 19, 2020 @ 08:01:09.000","Yair Lapid",2930854980306167,post,152,165,"1,108",1
"Feb 19, 2020 @ 07:04:08.000","Benny Gantz",489178248426239,post,526,164,"1,824",1
"Feb 19, 2020 @ 06:48:40.000","Ayelet Shaked",2671821992936210,post,66,20,633,0
"Feb 18, 2020 @ 22:08:35.000","Benjamin Netanyahu",10157090131052076,post,"1,700","1,900","12,005",10
"Feb 18, 2020 @ 21:11:54.000","Benny Gantz",488949351782462,post,623,289,"3,089",10
"Feb 18, 2020 @ 21:09:03.000","Itamar Ben-Gvir",1189342771268061,post,187,106,604,1
"Feb 18, 2020 @ 20:02:33.000","Benjamin Netanyahu",800786490433435,"live post","3,200",830,0,0
"Feb 18, 2020 @ 19:39:07.000","Itzik Shmuli",2682097081844861,post,274,195,"1,035",32
"Feb 18, 2020 @ 19:37:47.000","Yair Lapid",2929893843735614,post,297,198,"1,871",0
"Feb 18, 2020 @ 19:36:07.000","Benjamin Netanyahu",1653430028183480,"live post","3,800","1,200",0,0
"Feb 18, 2020 @ 19:35:00.000","Itamar Ben-Gvir",1189288077940197,post,870,338,"1,632",24
"Feb 18, 2020 @ 18:54:33.000","Benjamin Netanyahu",396759367856678,"live post","1,500",514,0,0
"Feb 18, 2020 @ 18:53:38.000","Avigdor Liberman",529231021050117,"live post",647,70,0,0
"Feb 18, 2020 @ 18:45:52.000","Benny Gantz",488862291791168,"pinned post","6,800","1,600","11,152",116
"Feb 18, 2020 @ 18:44:23.000","Benjamin Netanyahu",213484393125162,"live post","1,800",912,0,0
"Feb 18, 2020 @ 18:25:24.000","Miri Regev",2782138838549580,post,388,53,"1,401",2
"Feb 18, 2020 @ 18:24:49.000","Avigdor Liberman",3087904397889154,post,37,3,74,0
"Feb 18, 2020 @ 18:21:57.000","Naftali Bennett",2889186951102954,post,774,97,"4,045",8
"Feb 18, 2020 @ 18:17:58.000","Benjamin Netanyahu",1065662743792178,"live post","1,100",668,0,0
"Feb 18, 2020 @ 17:48:35.000","Ayelet Shaked",2670788023039607,post,72,60,822,4
"Feb 18, 2020 @ 17:30:21.000","Benjamin Netanyahu",477121659651510,"live post","1,400",446,0,0
"Feb 18, 2020 @ 17:19:43.000","Nitzan Horowitz",10158228205626340,post,528,104,970,9
"Feb 18, 2020 @ 16:35:19.000","Amir Peretz",2860071230722856,post,"3,200",547,"7,750",39
"Feb 18, 2020 @ 16:32:02.000","Ehud Barak",3043438849021704,post,246,31,496,3
"Feb 18, 2020 @ 16:23:09.000","Avigdor Liberman",2855619864664895,"live post",674,93,0,0
"Feb 18, 2020 @ 16:03:52.000","Yair Lapid",2929557247102607,post,159,250,"1,128",5
"Feb 18, 2020 @ 15:59:21.000","Benny Gantz",2879697218720339,"live post","2,400",397,0,0
"Feb 18, 2020 @ 15:54:52.000","Itamar Ben-Gvir",1189141631288175,post,120,219,970,2
"Feb 18, 2020 @ 15:54:10.000","Itamar Ben-Gvir",1189142974621374,post,80,76,391,1
"Feb 18, 2020 @ 15:14:14.000","Benjamin Netanyahu",10157088781157076,post,"2,200","1,200","14,645",31
"Feb 18, 2020 @ 14:26:26.000","Benjamin Netanyahu",10157088640327076,post,607,574,"4,054",3
"Feb 18, 2020 @ 14:14:32.000","Ayelet Shaked",2670440576407685,post,463,119,"1,076",11
"Feb 18, 2020 @ 13:55:42.000","Itamar Ben-Gvir",2731206016932896,"live post",437,41,0,0
"Feb 18, 2020 @ 13:34:50.000","Orly Levy-Abkasis",3373892802626013,post,523,223,890,21
"Feb 18, 2020 @ 13:30:52.000","Benjamin Netanyahu",10157088523247076,post,994,"1,300","6,195",4
"Feb 18, 2020 @ 13:02:16.000","Itamar Ben-Gvir",1189008294634842,post,26,10,134,0
"Feb 18, 2020 @ 12:02:31.000","Itamar Ben-Gvir",1188971754638496,post,78,162,701,12
"Feb 18, 2020 @ 11:35:33.000","Yair Lapid",2929105033814495,post,402,166,"1,163",3
"Feb 18, 2020 @ 11:00:03.000","Aryeh Deri",2655560314497423,post,"1,000","1,100","7,179",13
"Feb 18, 2020 @ 10:51:57.000","Itamar Ben-Gvir",1188930907975914,post,59,17,319,1
"Feb 18, 2020 @ 10:25:07.000","Rafi Peretz",615473375904120,post,114,13,293,1
"Feb 18, 2020 @ 10:02:17.000","Benny Gantz",488563101821087,post,"1,100",561,"3,252",17
"Feb 18, 2020 @ 09:35:09.000","Benjamin Netanyahu",10157088155977076,post,362,413,"4,123",3
"Feb 18, 2020 @ 09:29:22.000","Moshe Bogie Ya'alon",3095178700515287,post,251,124,475,2
"Feb 18, 2020 @ 09:12:01.000","Ayelet Shaked",1503439779805703,"live post",107,31,0,0
"Feb 18, 2020 @ 08:55:51.000","Benjamin Netanyahu",10157088101112076,post,729,"1,100","5,387",3
"Feb 18, 2020 @ 08:52:25.000","Naftali Bennett",2888226067865709,post,623,249,"2,742",263
"Feb 18, 2020 @ 08:37:19.000","Ayelet Shaked",792398744591432,"live post",62,13,0,0
"Feb 18, 2020 @ 08:28:48.000","Naftali Bennett",2888196157868700,post,"1,000",120,"3,606",17
"Feb 18, 2020 @ 08:15:37.000","Benny Gantz",488519808492083,post,"1,600",522,"5,687",35
"Feb 18, 2020 @ 08:00:00.000","Itamar Ben-Gvir",1188386864696985,post,36,95,398,0
"Feb 18, 2020 @ 07:30:54.000","Avigdor Liberman",3086059161407011,post,259,112,388,6
"Feb 18, 2020 @ 06:09:01.000","Itamar Ben-Gvir",1188788144656857,post,453,265,654,4
"Feb 17, 2020 @ 20:56:26.000","Itamar Ben-Gvir",1188530721349266,post,63,40,216,0
"Feb 17, 2020 @ 20:44:14.000","Ehud Barak",3041715295860726,post,913,245,605,10
"Feb 17, 2020 @ 20:28:48.000","Avigdor Liberman",3085849248094669,post,"1,000",398,"2,443",723
"Feb 17, 2020 @ 20:06:21.000","Benjamin Netanyahu",658252621669396,"live post","9,600","3,000",0,0
"Feb 17, 2020 @ 20:05:19.000","Yair Lapid",2927861733938825,post,133,151,"1,553",0
"Feb 17, 2020 @ 19:53:05.000","Benny Gantz",488187168525347,post,774,316,"3,371",4
"Feb 17, 2020 @ 19:36:03.000","Benjamin Netanyahu",10157086432922076,post,"4,600","1,400","47,698",41
"Feb 17, 2020 @ 19:23:36.000","Miri Regev",2780192255410905,post,"1,400",416,"10,242",14
"Feb 17, 2020 @ 19:00:57.000","Itamar Ben-Gvir",1188366611365677,post,105,112,576,1
"Feb 17, 2020 @ 18:49:38.000","Ayelet Shaked",2668836486568094,post,352,198,"1,798",7
"Feb 17, 2020 @ 18:21:42.000","Miri Regev",2780102128753251,post,232,164,"1,261",4
"Feb 17, 2020 @ 17:55:14.000","Nitzan Horowitz",10158224971751340,post,466,151,"2,999",11
"Feb 17, 2020 @ 17:39:59.000","Benny Gantz",488114561865941,post,"1,100",267,"4,296",7
"Feb 17, 2020 @ 17:35:30.000","Itamar Ben-Gvir",1188408274694844,post,134,132,638,0
"Feb 17, 2020 @ 16:54:56.000","Benjamin Netanyahu",1507002492788538,"live post","1,300",501,0,0
"Feb 17, 2020 @ 16:24:00.000","Miri Regev",1472788142889852,"live post",272,89,0,0
"Feb 17, 2020 @ 15:48:15.000","Benjamin Netanyahu",506565470258120,"live post","9,200","2,400",0,0
"Feb 17, 2020 @ 15:43:26.000","Ayelet Shaked",187352409148785,"live post",152,28,0,0
"Feb 17, 2020 @ 15:23:07.000","Naftali Bennett",2886670238021292,post,866,"1,300","6,900",11
"Feb 17, 2020 @ 14:52:19.000","Itamar Ben-Gvir",1188300271372311,post,82,44,630,0
"Feb 17, 2020 @ 14:50:41.000","Bezazel Smotrich",1549816578506047,post,516,501,"2,203",4
"Feb 17, 2020 @ 14:32:43.000","Rafi Peretz",614970599287731,post,45,7,110,1
"Feb 17, 2020 @ 14:26:03.000","Bezazel Smotrich",1549798248507880,post,60,17,237,1
"Feb 17, 2020 @ 14:24:55.000","Ayelet Shaked",2668380069947069,post,87,31,289,4
"Feb 17, 2020 @ 14:22:36.000","Naftali Bennett",2886557208032595,post,431,106,"1,139",23
"Feb 17, 2020 @ 14:21:30.000","Gabi Ashkenazi",504565463799690,post,382,265,"3,798",3
"Feb 17, 2020 @ 13:04:02.000","Benjamin Netanyahu",10157085537737076,post,611,382,"3,361",114
"Feb 17, 2020 @ 12:45:50.000","Nitzan Horowitz",10158224269121340,post,483,136,"1,592",33
"Feb 17, 2020 @ 12:45:33.000","Amir Peretz",2857702527626393,post,"6,700",713,"8,488",156
"Feb 17, 2020 @ 12:33:11.000","Ayelet Shaked",2509218389291436,"live post",116,13,0,0
"Feb 17, 2020 @ 12:31:40.000","Naftali Bennett",2886359658052350,post,261,47,929,86
"Feb 17, 2020 @ 12:05:47.000","Itamar Ben-Gvir",1188190418049963,post,183,69,999,0
"Feb 17, 2020 @ 11:58:02.000","Yair Lapid",2927030570688608,post,496,931,"3,304",34
"Feb 17, 2020 @ 11:45:03.000","Itzik Shmuli",2679237162130853,post,58,60,377,41
"Feb 17, 2020 @ 11:13:04.000","Benny Gantz",513004412928476,"live post",759,283,0,0
"Feb 17, 2020 @ 11:11:08.000","Orly Levy-Abkasis",3371252032890090,post,"1,200",624,"5,356",62
"Feb 17, 2020 @ 10:52:47.000","Benjamin Netanyahu",10157085324607076,post,938,669,"6,809",24
"Feb 17, 2020 @ 10:36:29.000","Itamar Ben-Gvir",1188141494721522,post,167,119,441,116
"Feb 17, 2020 @ 10:29:52.000","Moshe Feiglin",2805504159528681,post,84,31,246,0
"Feb 17, 2020 @ 09:02:25.000","Benny Gantz",487826688561395,post,"1,200","1,400","3,362",13
"Feb 17, 2020 @ 08:46:02.000","Moshe Bogie Ya'alon",3092997640733393,post,693,157,"1,419",18
"Feb 17, 2020 @ 08:38:45.000","Ayelet Shaked",2667855996666143,post,46,21,286,0
"Feb 17, 2020 @ 08:08:30.000","Itamar Ben-Gvir",1188074448061560,post,212,391,"1,342",6
"Feb 17, 2020 @ 07:36:41.000","Rafi Peretz",614772789307512,post,14,3,53,0
"Feb 17, 2020 @ 07:34:31.000","Benjamin Netanyahu",10157085044037076,post,"1,700","1,100","9,474",10
"Feb 17, 2020 @ 05:08:19.000","Benjamin Netanyahu",10157084837687076,post,814,413,"5,977",12
"Feb 16, 2020 @ 21:02:12.000","Naftali Bennett",2885075048180811,post,142,78,"1,241",1
"Feb 16, 2020 @ 21:00:04.000","Benny Gantz",487531098590954,post,393,270,"2,141",5
"Feb 16, 2020 @ 20:58:49.000","Ayelet Shaked",2666968243421585,post,54,15,285,0
"Feb 16, 2020 @ 20:51:46.000","Miri Regev",175318843771040,post,419,187,"1,198",7
"Feb 16, 2020 @ 20:48:19.000","Benjamin Netanyahu",10157083530427076,post,"1,200","1,200","13,704",11
"Feb 16, 2020 @ 20:13:00.000","Itzik Shmuli",2678030715584831,post,45,25,808,0
"Feb 16, 2020 @ 20:03:20.000","Gabi Ashkenazi",504039270518976,post,414,100,"1,499",8
"Feb 16, 2020 @ 19:53:27.000","Itamar Ben-Gvir",1187718684763803,post,42,74,365,0
"Feb 16, 2020 @ 19:11:14.000","Benny Gantz",487467958597268,post,923,348,"3,104",9
"Feb 16, 2020 @ 18:33:22.000","Nitzan Horowitz",10158221872296340,post,626,184,"2,687",29
"Feb 16, 2020 @ 18:30:00.000","Itamar Ben-Gvir",1187518608117144,post,315,133,977,5
"Feb 16, 2020 @ 17:44:39.000","Ayelet Shaked",2666663500118726,post,148,107,"1,171",1
"Feb 16, 2020 @ 17:29:51.000","Naftali Bennett",2884742341547415,post,225,149,"2,514",2
"Feb 16, 2020 @ 17:19:24.000","Benjamin Netanyahu",620976815423592,"live post","1,900",641,0,0
"Feb 16, 2020 @ 17:06:48.000","Miri Regev",817520758754290,"live post",741,287,0,0
"Feb 16, 2020 @ 17:03:15.000","Benny Gantz",487379298606134,post,560,289,"3,656",1
"Feb 16, 2020 @ 16:37:35.000","Avigdor Liberman",3083184831694444,post,285,193,753,144
"Feb 16, 2020 @ 16:24:26.000","Benjamin Netanyahu",10157082725362076,post,"1,000",451,"7,244",6
"Feb 16, 2020 @ 16:22:24.000","Bezazel Smotrich",1549016645252707,post,64,15,384,1
"Feb 16, 2020 @ 16:01:54.000","Benny Gantz",554784668453997,"live post",901,217,0,0
"Feb 16, 2020 @ 15:51:19.000","Benny Gantz",487330018611062,post,"4,300","1,100","16,406",64
"Feb 16, 2020 @ 15:34:07.000","Itamar Ben-Gvir",1187551324780539,post,75,58,370,1
"Feb 16, 2020 @ 15:22:58.000","Stav Shaffir",2616109621942274,post,66,208,565,185
"Feb 16, 2020 @ 15:21:08.000","Naftali Bennett",858925364557862,"live post",431,98,0,0
"Feb 16, 2020 @ 15:16:47.000","Benjamin Netanyahu",275214746807273,"live post","2,100","1,000",0,0
"Feb 16, 2020 @ 13:29:33.000","Benjamin Netanyahu",10157082297622076,post,"1,300","1,500","6,612",8
"Feb 16, 2020 @ 12:45:12.000","Yair Lapid",2925049244220074,post,352,269,"2,070",1
"Feb 16, 2020 @ 12:43:41.000","Bezazel Smotrich",1548833195271052,post,960,950,"6,184",2
"Feb 16, 2020 @ 12:36:24.000","Itamar Ben-Gvir",1187418161460522,post,15,31,269,0
"Feb 16, 2020 @ 12:21:19.000","Benny Gantz",487206405290090,post,"2,500",591,"7,021",39
"Feb 16, 2020 @ 12:14:57.000","Moshe Bogie Ya'alon",3090907984275692,post,302,154,787,5
"Feb 16, 2020 @ 12:13:06.000","Benjamin Netanyahu",10157082100167076,post,"1,700","2,300","14,542",60
"Feb 16, 2020 @ 11:05:21.000","Ayelet Shaked",2665990046852738,post,257,168,"2,638",0
"Feb 16, 2020 @ 10:25:43.000","Gabi Ashkenazi",503707927218777,"page-update post",94,58,"1,002",1
"Feb 16, 2020 @ 10:09:04.000","Itzik Shmuli",2677064542348115,post,124,123,733,10
"Feb 16, 2020 @ 09:59:34.000","Moshe Feiglin",2803360496409714,post,288,61,774,1
"Feb 16, 2020 @ 09:20:35.000","Nitzan Horowitz",10158220599196340,post,430,138,"1,656",16
"Feb 16, 2020 @ 09:16:58.000","Amir Peretz",2855373931192586,post,"1,400",258,"3,340",27
"Feb 16, 2020 @ 09:15:21.000","Itamar Ben-Gvir",1187284901473848,post,479,318,"1,040",1
"Feb 16, 2020 @ 07:48:41.000","Naftali Bennett",2883800874974895,post,139,78,"2,372",3
"Feb 16, 2020 @ 06:59:48.000","Yair Lapid",2924568627601469,post,184,274,"1,793",1
"Feb 16, 2020 @ 06:48:11.000","Itamar Ben-Gvir",1187210678147937,post,218,58,935,1
"Feb 16, 2020 @ 06:21:11.000","Ayelet Shaked",2665586073559802,post,98,37,586,0
"Feb 16, 2020 @ 06:17:59.000","Benjamin Netanyahu",10157081574382076,post,563,"1,000","4,661",103
"Feb 16, 2020 @ 06:17:25.000","Itamar Ben-Gvir",1187196064816065,post,84,77,989,0
"Feb 15, 2020 @ 21:35:57.000","Itamar Ben-Gvir",1186931631509175,post,91,64,777,1
"Feb 15, 2020 @ 20:48:34.000","Ayelet Shaked",2664790350306041,post,80,28,917,0
"Feb 15, 2020 @ 20:42:03.000","Benny Gantz",486839035326827,post,"1,000",521,"3,052",10
"Feb 15, 2020 @ 20:01:33.000","Moshe Bogie Ya'alon",3089459804420510,post,"1,400",953,"2,708",223
"Feb 15, 2020 @ 19:59:25.000","Naftali Bennett",2882806355074347,post,287,96,"1,721",0
"Feb 15, 2020 @ 19:49:03.000","Bezazel Smotrich",1548250458662659,post,18,11,213,0
"Feb 15, 2020 @ 19:21:11.000","Benny Gantz",486801281997269,post,652,820,"2,114",58
"Feb 15, 2020 @ 19:19:55.000","Itamar Ben-Gvir",238532807173045,"live post",268,243,0,0
"Feb 15, 2020 @ 18:59:44.000","Benjamin Netanyahu",10157079889177076,"pinned post","5,900","10,000","38,684",95
"Feb 15, 2020 @ 18:28:46.000","Rafi Peretz",613735982744526,post,34,2,70,0
"Feb 15, 2020 @ 18:22:25.000","Benjamin Netanyahu",554147428784058,"live post","2,200",924,0,0
"Feb 15, 2020 @ 18:19:19.000","Ayelet Shaked",2664571103661299,post,78,63,665,0
"Feb 15, 2020 @ 17:51:41.000","Miri Regev",211478310248692,"live post",539,172,0,0
